    dirname, B4TOD4, B5TOB4, R45TOB4, OMEGA5, GAMMAU, ALPHA4, RE, pt_loss
    "ubend_0.08_1.04_2.4_6.79_0.81_31.39_356510.18_0.5",   0.08,   1.04,   2.4,   6.79,   0.81,   31.39,   356510,   0.19268
    "ubend_0.08_1.04_4.59_-11.4_-0.33_35.6_124558.26_0.5",   0.08,   1.04,   4.59,   -11.4,   -0.33,   35.6,   124558,   0.19652
    "ubend_0.08_1.05_1.47_-8.08_-0.0_16.06_356966.67_0.5",   0.08,   1.05,   1.47,   -8.08,   -0,   16.06,   356966,   0.156442
    "ubend_0.08_1.05_4.82_-14.72_0.75_56.49_298175.09_0.5",   0.08,   1.05,   4.82,   -14.72,   0.75,   56.49,   298175,   0.301756
    "ubend_0.08_1.06_1.81_10.95_-0.78_51.77_493527.82_0.5",   0.08,   1.06,   1.81,   10.95,   -0.78,   51.77,   493527,   0.0721799
    "ubend_0.08_1.07_1.82_-2.01_0.1_30.05_127957.61_0.5",   0.08,   1.07,   1.82,   -2.01,   0.1,   30.05,   127957,   0.119368
    "ubend_0.08_1.07_3.59_8.32_0.6_58.88_495310.1_0.5",   0.08,   1.07,   3.59,   8.32,   0.6,   58.88,   495310,   0.221377
    "ubend_0.08_1.08_1.09_-8.59_-0.98_23.23_343801.07_0.5",   0.08,   1.08,   1.09,   -8.59,   -0.98,   23.23,   343801,   0.0614491
    "ubend_0.08_1.08_2.81_10.29_-0.95_44.21_249860.19_0.5",   0.08,   1.08,   2.81,   10.29,   -0.95,   44.21,   249860,   0.174728
    "ubend_0.08_1.0_3.42_-8.44_-0.05_46.78_495064.87_0.5",   0.08,   1,   3.42,   -8.44,   -0.05,   46.78,   495064,   0.0808765
    "ubend_0.08_1.11_1.97_5.22_0.91_33.71_308550.97_0.5",   0.08,   1.11,   1.97,   5.22,   0.91,   33.71,   308550,   0.195897
    "ubend_0.08_1.11_3.04_-6.03_-1.0_51.41_491169.92_0.5",   0.08,   1.11,   3.04,   -6.03,   -1,   51.41,   491169,   0.198173
    "ubend_0.08_1.11_3.06_-2.32_0.43_15.89_467684.61_0.5",   0.08,   1.11,   3.06,   -2.32,   0.43,   15.89,   467684,   0.244833
    "ubend_0.08_1.12_1.13_-14.19_-0.19_15.1_302501.26_0.5",   0.08,   1.12,   1.13,   -14.19,   -0.19,   15.1,   302501,   0.139801
    "ubend_0.08_1.12_1.2_7.96_0.33_19.57_456978.17_0.5",   0.08,   1.12,   1.2,   7.96,   0.33,   19.57,   456978,   0.126829
    "ubend_0.08_1.13_3.79_-6.59_-0.71_19.05_380625.64_0.5",   0.08,   1.13,   3.79,   -6.59,   -0.71,   19.05,   380625,   0.249238
    "ubend_0.08_1.13_4.38_-13.17_0.7_37.03_203953.25_0.5",   0.08,   1.13,   4.38,   -13.17,   0.7,   37.03,   203953,   0.247158
    "ubend_0.08_1.13_4.55_-12.93_-0.99_53.29_363304.3_0.5",   0.08,   1.13,   4.55,   -12.93,   -0.99,   53.29,   363304,   0.316313
    "ubend_0.08_1.14_3.35_-4.14_0.15_35.01_317064.44_0.5",   0.08,   1.14,   3.35,   -4.14,   0.15,   35.01,   317064,   0.121415
    "ubend_0.08_1.16_2.1_-8.54_-0.95_34.52_217773.15_0.5",   0.08,   1.16,   2.1,   -8.54,   -0.95,   34.52,   217773,   0.12592
    "ubend_0.08_1.17_3.88_10.31_-0.33_43.56_477843.21_0.5",   0.08,   1.17,   3.88,   10.31,   -0.33,   43.56,   477843,   0.124334
    "ubend_0.08_1.18_1.29_-12.39_-0.07_33.51_276218.86_0.5",   0.08,   1.18,   1.29,   -12.39,   -0.07,   33.51,   276218,   0.0621698
    "ubend_0.08_1.1_1.18_-0.73_-0.72_36.12_349025.55_0.5",   0.08,   1.1,   1.18,   -0.73,   -0.72,   36.12,   349025,   0.0444223
    "ubend_0.08_1.1_1.99_3.85_-0.75_44.6_399662.22_0.5",   0.08,   1.1,   1.99,   3.85,   -0.75,   44.6,   399662,   0.0839183
    "ubend_0.08_1.1_3.66_8.46_0.57_39.24_114109.26_0.5",   0.08,   1.1,   3.66,   8.46,   0.57,   39.24,   114109,   0.215957
    "ubend_0.08_1.21_2.73_-9.63_-0.28_58.68_279949.89_0.5",   0.08,   1.21,   2.73,   -9.63,   -0.28,   58.68,   279949,   0.0672814
    "ubend_0.08_1.21_5.0_11.2_-0.17_52.11_240849.85_0.5",   0.08,   1.21,   5,   11.2,   -0.17,   52.11,   240849,   0.120332
    "ubend_0.08_1.22_2.37_0.86_0.86_38.08_401663.39_0.5",   0.08,   1.22,   2.37,   0.86,   0.86,   38.08,   401663,   0.218181
    "ubend_0.08_1.23_1.02_-11.54_0.47_14.58_149482.26_0.5",   0.08,   1.23,   1.02,   -11.54,   0.47,   14.58,   149482,   0.0614418
    "ubend_0.08_1.23_1.13_-1.49_0.84_59.67_291024.18_0.5",   0.08,   1.23,   1.13,   -1.49,   0.84,   59.67,   291024,   0.15747
    "ubend_0.08_1.23_2.27_-7.1_0.42_47.05_103369.47_0.5",   0.08,   1.23,   2.27,   -7.1,   0.42,   47.05,   103369,   0.149736
    "ubend_0.08_1.23_2.71_5.26_0.17_31.15_377367.21_0.5",   0.08,   1.23,   2.71,   5.26,   0.17,   31.15,   377367,   0.127548
    "ubend_0.08_1.24_1.43_-4.57_0.8_37.65_294720.39_0.5",   0.08,   1.24,   1.43,   -4.57,   0.8,   37.65,   294720,   0.16653
    "ubend_0.08_1.26_0.94_-3.77_0.14_25.02_264783.38_0.5",   0.08,   1.26,   0.94,   -3.77,   0.14,   25.02,   264783,   0.0998389
    "ubend_0.08_1.26_1.42_6.73_0.44_18.15_154115.91_0.5",   0.08,   1.26,   1.42,   6.73,   0.44,   18.15,   154115,   0.171841
    "ubend_0.08_1.28_3.85_2.28_-0.01_11.8_170441.16_0.5",   0.08,   1.28,   3.85,   2.28,   -0.01,   11.8,   170441,   0.369137
    "ubend_0.08_1.28_4.37_1.68_0.77_44.06_333756.58_0.5",   0.08,   1.28,   4.37,   1.68,   0.77,   44.06,   333756,   0.275193
    "ubend_0.08_1.29_1.73_-8.38_-0.74_27.88_431261.0_0.5",   0.08,   1.29,   1.73,   -8.38,   -0.74,   27.88,   431261,   0.0944792
    "ubend_0.08_1.29_3.29_2.93_0.45_55.97_496551.71_0.5",   0.08,   1.29,   3.29,   2.93,   0.45,   55.97,   496551,   0.172379
    "ubend_0.08_1.2_2.7_12.93_0.35_17.55_424189.61_0.5",   0.08,   1.2,   2.7,   12.93,   0.35,   17.55,   424189,   0.195886
    "ubend_0.08_1.31_1.38_12.69_0.22_17.72_315284.71_0.5",   0.08,   1.31,   1.38,   12.69,   0.22,   17.72,   315284,   0.0145902
    "ubend_0.08_1.33_1.82_6.34_-0.45_39.11_104331.73_0.5",   0.08,   1.33,   1.82,   6.34,   -0.45,   39.11,   104331,   0.0833183
    "ubend_0.08_1.33_2.33_-3.97_0.97_55.91_311689.79_0.5",   0.08,   1.33,   2.33,   -3.97,   0.97,   55.91,   311689,   0.287942
    "ubend_0.08_1.33_3.49_-1.56_-0.63_20.55_215169.76_0.5",   0.08,   1.33,   3.49,   -1.56,   -0.63,   20.55,   215169,   0.253663
    "ubend_0.08_1.35_1.12_10.25_0.25_28.01_343161.31_0.5",   0.08,   1.35,   1.12,   10.25,   0.25,   28.01,   343161,   0.107092
    "ubend_0.08_1.36_2.79_-14.32_0.03_57.3_433067.59_0.5",   0.08,   1.36,   2.79,   -14.32,   0.03,   57.3,   433067,   0.0620164
    "ubend_0.08_1.36_3.08_1.21_-0.24_22.03_314041.24_0.5",   0.08,   1.36,   3.08,   1.21,   -0.24,   22.03,   314041,   0.208507
    "ubend_0.08_1.36_4.66_0.25_0.76_24.72_429786.75_0.5",   0.08,   1.36,   4.66,   0.25,   0.76,   24.72,   429786,   0.241346
    "ubend_0.08_1.37_2.08_6.41_0.03_48.38_294232.14_0.5",   0.08,   1.37,   2.08,   6.41,   0.03,   48.38,   294232,   0.0616945
    "ubend_0.08_1.38_1.32_-9.03_0.55_24.83_149266.83_0.5",   0.08,   1.38,   1.32,   -9.03,   0.55,   24.83,   149266,   0.155272
    "ubend_0.08_1.38_3.2_4.29_0.26_40.82_156267.18_0.5",   0.08,   1.38,   3.2,   4.29,   0.26,   40.82,   156267,   0.144357
    "ubend_0.08_1.39_4.03_-11.1_-0.63_38.15_134845.04_0.5",   0.08,   1.39,   4.03,   -11.1,   -0.63,   38.15,   134845,   0.231523
    "ubend_0.08_1.39_4.8_10.54_0.81_31.52_455169.67_0.5",   0.08,   1.39,   4.8,   10.54,   0.81,   31.52,   455169,   0.259139
    "ubend_0.08_1.42_2.48_-0.43_-0.08_30.43_467248.44_0.5",   0.08,   1.42,   2.48,   -0.43,   -0.08,   30.43,   467248,   0.104687
    "ubend_0.08_1.43_2.11_7.69_0.2_18.06_290219.29_0.5",   0.08,   1.43,   2.11,   7.69,   0.2,   18.06,   290219,   0.184673
    "ubend_0.08_1.43_3.02_8.57_-0.16_47.24_192036.65_0.5",   0.08,   1.43,   3.02,   8.57,   -0.16,   47.24,   192036,   0.09454
    "ubend_0.08_1.44_2.43_-6.79_0.11_25.72_138599.79_0.5",   0.08,   1.44,   2.43,   -6.79,   0.11,   25.72,   138599,   0.171181
    "ubend_0.08_1.45_2.13_6.37_0.78_20.43_309404.75_0.5",   0.08,   1.45,   2.13,   6.37,   0.78,   20.43,   309404,   0.18455
    "ubend_0.08_1.45_2.21_5.21_-0.7_58.98_337432.16_0.5",   0.08,   1.45,   2.21,   5.21,   -0.7,   58.98,   337432,   0.106081
    "ubend_0.08_1.45_2.91_-11.29_0.66_38.77_397827.29_0.5",   0.08,   1.45,   2.91,   -11.29,   0.66,   38.77,   397827,   0.219644
    "ubend_0.08_1.45_3.35_14.09_0.76_43.93_318399.63_0.5",   0.08,   1.45,   3.35,   14.09,   0.76,   43.93,   318399,   0.263146
    "ubend_0.08_1.49_3.0_-0.35_-0.79_59.24_250621.51_0.5",   0.08,   1.49,   3,   -0.35,   -0.79,   59.24,   250621,   0.190863
    "ubend_0.08_1.49_3.11_-0.19_-0.36_39.49_134342.04_0.5",   0.08,   1.49,   3.11,   -0.19,   -0.36,   39.49,   134342,   0.149103
    "ubend_0.08_1.49_3.74_-9.23_0.92_28.8_462963.06_0.5",   0.08,   1.49,   3.74,   -9.23,   0.92,   28.8,   462963,   0.251487
    "ubend_0.08_1.49_4.64_13.14_0.49_43.43_452241.59_0.5",   0.08,   1.49,   4.64,   13.14,   0.49,   43.43,   452241,   0.212837
    "ubend_0.08_1.4_2.92_8.98_0.67_21.92_307196.34_0.5",   0.08,   1.4,   2.92,   8.98,   0.67,   21.92,   307196,   0.207953
    "ubend_0.08_1.5_3.57_14.56_-0.22_46.52_250738.51_0.5",   0.08,   1.5,   3.57,   14.56,   -0.22,   46.52,   250738,   0.115907
    "ubend_0.09_1.01_2.51_-8.23_-0.18_53.57_489535.35_0.5",   0.09,   1.01,   2.51,   -8.23,   -0.18,   53.57,   489535,   0.0584254
    "ubend_0.09_1.02_4.1_3.17_0.63_18.88_306469.34_0.5",   0.09,   1.02,   4.1,   3.17,   0.63,   18.88,   306469,   0.257048
    "ubend_0.09_1.03_3.44_5.4_-0.9_51.29_498670.21_0.5",   0.09,   1.03,   3.44,   5.4,   -0.9,   51.29,   498670,   0.222082
    "ubend_0.09_1.04_4.05_-7.59_0.51_10.29_237387.53_0.5",   0.09,   1.04,   4.05,   -7.59,   0.51,   10.29,   237387,   0.655359
    "ubend_0.09_1.04_4.91_2.54_-0.8_26.58_255173.51_0.5",   0.09,   1.04,   4.91,   2.54,   -0.8,   26.58,   255173,   0.270977
    "ubend_0.09_1.07_1.86_-2.41_0.44_55.43_482814.52_0.5",   0.09,   1.07,   1.86,   -2.41,   0.44,   55.43,   482814,   0.1254
    "ubend_0.09_1.07_2.76_-4.43_-0.27_37.76_365455.96_0.5",   0.09,   1.07,   2.76,   -4.43,   -0.27,   37.76,   365455,   0.0981676
    "ubend_0.09_1.08_2.13_9.15_0.85_40.15_347951.22_0.5",   0.09,   1.08,   2.13,   9.15,   0.85,   40.15,   347951,   0.212352
    "ubend_0.09_1.09_1.96_2.6_-0.61_56.12_446467.2_0.5",   0.09,   1.09,   1.96,   2.6,   -0.61,   56.12,   446467,   0.0688387
    "ubend_0.09_1.09_3.3_-7.79_0.94_14.32_256431.71_0.5",   0.09,   1.09,   3.3,   -7.79,   0.94,   14.32,   256431,   0.285349
    "ubend_0.09_1.09_3.51_-14.94_0.65_36.31_419912.06_0.5",   0.09,   1.09,   3.51,   -14.94,   0.65,   36.31,   419912,   0.22045
    "ubend_0.09_1.09_4.22_-0.66_-0.61_40.2_339142.56_0.5",   0.09,   1.09,   4.22,   -0.66,   -0.61,   40.2,   339142,   0.212354
    "ubend_0.09_1.11_1.81_-0.03_-0.04_25.34_131150.87_0.5",   0.09,   1.11,   1.81,   -0.03,   -0.04,   25.34,   131150,   0.145012
    "ubend_0.09_1.13_1.16_-3.9_0.1_43.83_286052.28_0.5",   0.09,   1.13,   1.16,   -3.9,   0.1,   43.83,   286052,   0.0652778
    "ubend_0.09_1.14_3.18_7.1_0.5_11.8_457186.25_0.5",   0.09,   1.14,   3.18,   7.1,   0.5,   11.8,   457186,   0.340743
    "ubend_0.09_1.14_4.2_4.01_0.69_51.02_335053.4_0.5",   0.09,   1.14,   4.2,   4.01,   0.69,   51.02,   335053,   0.271239
    "ubend_0.09_1.14_4.41_6.45_-0.37_32.42_464712.61_0.5",   0.09,   1.14,   4.41,   6.45,   -0.37,   32.42,   464712,   0.203616
    "ubend_0.09_1.15_4.07_10.83_0.48_24.56_466614.18_0.5",   0.09,   1.15,   4.07,   10.83,   0.48,   24.56,   466614,   0.219969
    "ubend_0.09_1.16_4.68_-11.87_-0.41_13.93_328284.86_0.5",   0.09,   1.16,   4.68,   -11.87,   -0.41,   13.93,   328284,   0.171725
    "ubend_0.09_1.17_0.93_-3.57_0.15_45.84_216295.0_0.5",   0.09,   1.17,   0.93,   -3.57,   0.15,   45.84,   216295,   0.0709165
    "ubend_0.09_1.18_2.55_-11.79_0.56_13.88_469490.68_0.5",   0.09,   1.18,   2.55,   -11.79,   0.56,   13.88,   469490,   0.25922
    "ubend_0.09_1.18_4.7_8.23_0.6_46.98_247761.88_0.5",   0.09,   1.18,   4.7,   8.23,   0.6,   46.98,   247761,   0.255363
    "ubend_0.09_1.19_1.1_-4.88_0.05_21.5_393270.22_0.5",   0.09,   1.19,   1.1,   -4.88,   0.05,   21.5,   393270,   0.11605
    "ubend_0.09_1.19_1.54_9.95_-0.12_37.3_351344.62_0.5",   0.09,   1.19,   1.54,   9.95,   -0.12,   37.3,   351344,   0.0567556
    "ubend_0.09_1.19_3.96_8.86_0.38_47.31_100174.51_0.5",   0.09,   1.19,   3.96,   8.86,   0.38,   47.31,   100174,   0.190744
    "ubend_0.09_1.1_0.97_4.55_-0.76_52.52_479371.86_0.5",   0.09,   1.1,   0.97,   4.55,   -0.76,   52.52,   479371,   0.0325911
    "ubend_0.09_1.21_3.44_-1.75_0.13_42.56_322925.72_0.5",   0.09,   1.21,   3.44,   -1.75,   0.13,   42.56,   322925,   0.107003
    "ubend_0.09_1.22_3.27_12.84_-0.13_59.92_472235.26_0.5",   0.09,   1.22,   3.27,   12.84,   -0.13,   59.92,   472235,   0.0681991
    "ubend_0.09_1.23_1.92_11.66_-0.3_40.31_435819.46_0.5",   0.09,   1.23,   1.92,   11.66,   -0.3,   40.31,   435819,   0.0631753
    "ubend_0.09_1.23_4.24_2.6_0.15_45.51_226729.07_0.5",   0.09,   1.23,   4.24,   2.6,   0.15,   45.51,   226729,   0.119855
    "ubend_0.09_1.24_1.68_-13.12_-0.12_30.19_222652.66_0.5",   0.09,   1.24,   1.68,   -13.12,   -0.12,   30.19,   222652,   0.08165
    "ubend_0.09_1.24_2.3_2.14_0.63_17.12_194088.89_0.5",   0.09,   1.24,   2.3,   2.14,   0.63,   17.12,   194088,   0.226365
    "ubend_0.09_1.25_2.68_1.45_0.73_42.05_353623.19_0.5",   0.09,   1.25,   2.68,   1.45,   0.73,   42.05,   353623,   0.227911
    "ubend_0.09_1.25_3.08_0.14_-0.23_31.36_383212.11_0.5",   0.09,   1.25,   3.08,   0.14,   -0.23,   31.36,   383212,   0.146239
    "ubend_0.09_1.25_3.87_1.26_-0.25_58.14_407972.24_0.5",   0.09,   1.25,   3.87,   1.26,   -0.25,   58.14,   407972,   0.105442
    "ubend_0.09_1.25_4.38_1.07_-0.43_53.02_152829.4_0.5",   0.09,   1.25,   4.38,   1.07,   -0.43,   53.02,   152829,   0.197881
    "ubend_0.09_1.26_2.66_4.15_0.73_25.24_353712.98_0.5",   0.09,   1.26,   2.66,   4.15,   0.73,   25.24,   353712,   0.207918
    "ubend_0.09_1.26_3.09_11.83_0.45_43.11_115083.9_0.5",   0.09,   1.26,   3.09,   11.83,   0.45,   43.11,   115083,   0.194653
    "ubend_0.09_1.27_2.86_5.67_-0.91_26.74_409908.14_0.5",   0.09,   1.27,   2.86,   5.67,   -0.91,   26.74,   409908,   0.201244
    "ubend_0.09_1.27_4.36_-0.23_0.43_13.72_445973.5_0.5",   0.09,   1.27,   4.36,   -0.23,   0.43,   13.72,   445973,   0.402605
    "ubend_0.09_1.28_3.56_9.87_-0.32_57.8_490456.96_0.5",   0.09,   1.28,   3.56,   9.87,   -0.32,   57.8,   490456,   0.111674
    "ubend_0.09_1.2_2.89_10.59_-0.88_43.03_409321.73_0.5",   0.09,   1.2,   2.89,   10.59,   -0.88,   43.03,   409321,   0.185307
    "ubend_0.09_1.31_2.34_14.03_-0.44_10.73_181274.27_0.5",   0.09,   1.31,   2.34,   14.03,   -0.44,   10.73,   181274,   0.220852
    "ubend_0.09_1.33_3.17_5.98_-0.78_41.12_135736.15_0.5",   0.09,   1.33,   3.17,   5.98,   -0.78,   41.12,   135736,   0.217642
    "ubend_0.09_1.34_4.65_9.54_0.5_16.48_235285.57_0.5",   0.09,   1.34,   4.65,   9.54,   0.5,   16.48,   235285,   0.998642
    "ubend_0.09_1.34_4.79_-8.84_-0.12_41.46_110189.66_0.5",   0.09,   1.34,   4.79,   -8.84,   -0.12,   41.46,   110189,   0.172964
    "ubend_0.09_1.35_1.87_10.98_0.36_55.71_405576.11_0.5",   0.09,   1.35,   1.87,   10.98,   0.36,   55.71,   405576,   0.117004
    "ubend_0.09_1.35_3.16_-12.09_0.73_37.58_229471.74_0.5",   0.09,   1.35,   3.16,   -12.09,   0.73,   37.58,   229471,   0.250586
    "ubend_0.09_1.36_3.49_-1.81_0.0_34.33_196583.68_0.5",   0.09,   1.36,   3.49,   -1.81,   0,   34.33,   196583,   0.147728
    "ubend_0.09_1.37_2.56_6.25_-0.65_19.38_284060.29_0.5",   0.09,   1.37,   2.56,   6.25,   -0.65,   19.38,   284060,   0.218396
    "ubend_0.09_1.37_3.96_-4.55_0.91_37.38_390194.27_0.5",   0.09,   1.37,   3.96,   -4.55,   0.91,   37.38,   390194,   0.290544
    "ubend_0.09_1.38_2.84_12.0_-0.19_38.18_423459.31_0.5",   0.09,   1.38,   2.84,   12,   -0.19,   38.18,   423459,   0.107193
    "ubend_0.09_1.38_4.24_10.03_-0.77_17.4_375705.06_0.5",   0.09,   1.38,   4.24,   10.03,   -0.77,   17.4,   375705,   -4.41863
    "ubend_0.09_1.39_3.2_-10.89_0.13_47.53_157989.39_0.5",   0.09,   1.39,   3.2,   -10.89,   0.13,   47.53,   157989,   0.112479
    "ubend_0.09_1.3_3.85_5.92_0.65_53.92_436463.54_0.5",   0.09,   1.3,   3.85,   5.92,   0.65,   53.92,   436463,   0.266469
    "ubend_0.09_1.41_1.95_0.54_0.98_52.48_376145.89_0.5",   0.09,   1.41,   1.95,   0.54,   0.98,   52.48,   376145,   0.266511
    "ubend_0.09_1.41_4.71_-7.83_-0.43_27.77_174095.74_0.5",   0.09,   1.41,   4.71,   -7.83,   -0.43,   27.77,   174095,   0.28054
    "ubend_0.09_1.42_1.21_7.85_-0.45_41.36_201356.22_0.5",   0.09,   1.42,   1.21,   7.85,   -0.45,   41.36,   201356,   0.0477153
    "ubend_0.09_1.43_0.99_5.0_0.58_13.6_206241.83_0.5",   0.09,   1.43,   0.99,   5,   0.58,   13.6,   206241,   0.148014
    "ubend_0.09_1.44_3.81_7.36_0.7_37.5_331382.7_0.5",   0.09,   1.44,   3.81,   7.36,   0.7,   37.5,   331382,   0.258632
    "ubend_0.09_1.45_1.88_7.6_0.42_56.2_370879.67_0.5",   0.09,   1.45,   1.88,   7.6,   0.42,   56.2,   370879,   0.136661
    "ubend_0.09_1.45_2.94_13.84_0.88_59.38_241616.16_0.5",   0.09,   1.45,   2.94,   13.84,   0.88,   59.38,   241616,   0.331742
    "ubend_0.09_1.47_1.39_-6.46_0.21_22.36_368869.13_0.5",   0.09,   1.47,   1.39,   -6.46,   0.21,   22.36,   368869,   0.149118
    "ubend_0.09_1.47_4.43_-5.15_-0.93_14.69_163111.99_0.5",   0.09,   1.47,   4.43,   -5.15,   -0.93,   14.69,   163111,   0.340498
    "ubend_0.09_1.48_2.38_-12.29_0.89_28.55_410937.29_0.5",   0.09,   1.48,   2.38,   -12.29,   0.89,   28.55,   410937,   0.229007
    "ubend_0.09_1.49_3.92_-7.03_0.35_58.45_401985.61_0.5",   0.09,   1.49,   3.92,   -7.03,   0.35,   58.45,   401985,   0.176084
    "ubend_0.09_1.5_4.52_0.75_0.78_14.04_329959.08_0.5",   0.09,   1.5,   4.52,   0.75,   0.78,   14.04,   329959,   0.399474
    "ubend_0.09_1.5_4.76_-5.5_0.83_11.41_350222.84_0.5",   0.09,   1.5,   4.76,   -5.5,   0.83,   11.41,   350222,   0.608317
    "ubend_0.1_1.03_1.44_-6.82_0.53_11.6_465964.26_0.5",   0.1,   1.03,   1.44,   -6.82,   0.53,   11.6,   465964,   0.0210605
    "ubend_0.1_1.03_3.57_-14.83_0.5_27.06_337254.59_0.5",   0.1,   1.03,   3.57,   -14.83,   0.5,   27.06,   337254,   0.213471
    "ubend_0.1_1.04_1.8_7.77_0.39_54.31_441452.43_0.5",   0.1,   1.04,   1.8,   7.77,   0.39,   54.31,   441452,   0.117445
    "ubend_0.1_1.06_1.34_-6.37_-0.01_29.0_125288.57_0.5",   0.1,   1.06,   1.34,   -6.37,   -0.01,   29,   125288,   0.120349
    "ubend_0.1_1.13_1.51_7.82_0.72_33.84_175020.71_0.5",   0.1,   1.13,   1.51,   7.82,   0.72,   33.84,   175020,   0.173964
    "ubend_0.1_1.13_3.05_8.27_-0.1_38.01_271993.15_0.5",   0.1,   1.13,   3.05,   8.27,   -0.1,   38.01,   271993,   0.110962
    "ubend_0.1_1.13_3.35_-9.17_0.54_11.46_414616.0_0.5",   0.1,   1.13,   3.35,   -9.17,   0.54,   11.46,   414616,   0.447013
    "ubend_0.1_1.13_3.41_-8.88_-0.12_16.21_459531.42_0.5",   0.1,   1.13,   3.41,   -8.88,   -0.12,   16.21,   459531,   0.289797
    "ubend_0.1_1.15_2.56_-13.38_0.51_18.48_325716.88_0.5",   0.1,   1.15,   2.56,   -13.38,   0.51,   18.48,   325716,   0.208705
    "ubend_0.1_1.15_4.14_4.66_0.86_43.71_253020.39_0.5",   0.1,   1.15,   4.14,   4.66,   0.86,   43.71,   253020,   0.310879
    "ubend_0.1_1.17_2.99_8.32_0.25_36.17_437337.43_0.5",   0.1,   1.17,   2.99,   8.32,   0.25,   36.17,   437337,   0.148782
    "ubend_0.1_1.17_4.69_9.03_0.24_56.35_248563.17_0.5",   0.1,   1.17,   4.69,   9.03,   0.24,   56.35,   248563,   0.14939
    "ubend_0.1_1.22_1.29_7.41_0.68_19.16_333289.72_0.5",   0.1,   1.22,   1.29,   7.41,   0.68,   19.16,   333289,   0.163272
    "ubend_0.1_1.22_3.32_14.37_0.08_19.64_302093.48_0.5",   0.1,   1.22,   3.32,   14.37,   0.08,   19.64,   302093,   1.10897
    "ubend_0.1_1.25_4.09_1.05_-0.36_14.4_406584.17_0.5",   0.1,   1.25,   4.09,   1.05,   -0.36,   14.4,   406584,   0.185466
    "ubend_0.1_1.27_1.55_2.34_0.09_45.12_390109.51_0.5",   0.1,   1.27,   1.55,   2.34,   0.09,   45.12,   390109,   0.0688082
    "ubend_0.1_1.27_1.79_14.14_-0.49_32.81_273875.49_0.5",   0.1,   1.27,   1.79,   14.14,   -0.49,   32.81,   273875,   0.0973564
    "ubend_0.1_1.27_3.66_-3.21_0.23_38.38_299693.74_0.5",   0.1,   1.27,   3.66,   -3.21,   0.23,   38.38,   299693,   0.158311
    "ubend_0.1_1.28_1.48_8.16_0.03_35.41_398052.07_0.5",   0.1,   1.28,   1.48,   8.16,   0.03,   35.41,   398052,   0.079838
    "ubend_0.1_1.29_4.01_-10.51_0.61_23.44_496375.63_0.5",   0.1,   1.29,   4.01,   -10.51,   0.61,   23.44,   496375,   0.230595
    "ubend_0.1_1.32_3.68_9.64_-0.07_42.59_463406.69_0.5",   0.1,   1.32,   3.68,   9.64,   -0.07,   42.59,   463406,   0.111498
    "ubend_0.1_1.32_3.98_-11.05_-0.55_27.41_396848.27_0.5",   0.1,   1.32,   3.98,   -11.05,   -0.55,   27.41,   396848,   0.248947
    "ubend_0.1_1.34_3.3_-2.64_-0.26_48.82_274925.01_0.5",   0.1,   1.34,   3.3,   -2.64,   -0.26,   48.82,   274925,   0.12099
    "ubend_0.1_1.35_4.88_-1.35_-0.8_19.62_422650.88_0.5",   0.1,   1.35,   4.88,   -1.35,   -0.8,   19.62,   422650,   -0.11137
    "ubend_0.1_1.36_2.59_-4.77_0.08_19.75_102510.42_0.5",   0.1,   1.36,   2.59,   -4.77,   0.08,   19.75,   102510,   0.269922
    "ubend_0.1_1.41_2.44_12.61_0.85_25.04_470072.47_0.5",   0.1,   1.41,   2.44,   12.61,   0.85,   25.04,   470072,   0.206108
    "ubend_0.1_1.41_3.84_10.61_-0.99_22.1_438238.84_0.5",   0.1,   1.41,   3.84,   10.61,   -0.99,   22.1,   438238,   0.290751
    "ubend_0.1_1.42_1.9_-13.63_-0.62_54.48_407167.76_0.5",   0.1,   1.42,   1.9,   -13.63,   -0.62,   54.48,   407167,   0.0854574
    "ubend_0.1_1.43_1.39_13.04_0.31_24.28_474330.01_0.5",   0.1,   1.43,   1.39,   13.04,   0.31,   24.28,   474330,   0.148287
    "ubend_0.1_1.43_2.19_-0.52_0.11_27.98_131386.33_0.5",   0.1,   1.43,   2.19,   -0.52,   0.11,   27.98,   131386,   0.171342
    "ubend_0.1_1.45_1.17_4.43_0.06_18.77_326711.99_0.5",   0.1,   1.45,   1.17,   4.43,   0.06,   18.77,   326711,   0.139733
    "ubend_0.1_1.45_2.25_12.25_-0.37_28.67_426138.84_0.5",   0.1,   1.45,   2.25,   12.25,   -0.37,   28.67,   426138,   0.142485
    "ubend_0.1_1.46_4.9_-12.55_0.62_36.72_443684.08_0.5",   0.1,   1.46,   4.9,   -12.55,   0.62,   36.72,   443684,   0.275026
    "ubend_0.1_1.47_2.6_1.93_-0.04_20.63_372153.22_0.5",   0.1,   1.47,   2.6,   1.93,   -0.04,   20.63,   372153,   0.220269
    "ubend_0.1_1.47_4.41_12.0_0.05_10.52_107242.94_0.5",   0.1,   1.47,   4.41,   12,   0.05,   10.52,   107242,   0.506474
    "ubend_0.1_1.48_2.07_8.5_0.3_40.0_244382.2_0.5",   0.1,   1.48,   2.07,   8.5,   0.3,   40,   244382,   0.147797
